Date,Price,Tenor,Maturity,Date_Ord,Predicted_Price
2051-10-14,0.0725095752317596,6.0,0.25,749034,0.17252417696226133
2051-10-14,0.181020743574716,9.0,1.5,749034,0.18065495812386675
2051-10-14,0.0376636221345413,3.0,0.0833333333333333,749034,0.17367488743816628
2051-10-14,0.246472076695947,20.0,5.0,749034,0.20118633074557632
2051-10-14,0.207561025914989,8.0,2.0,749034,0.18579826758378912
2051-10-14,0.356501596278692,25.0,20.0,749034,0.3254015714365169
2051-10-14,0.127991310924245,2.0,0.75,749034,0.18024611868847484
2051-10-14,0.366619469145491,2.0,30.0,749034,0.4308463929012552
2051-10-14,0.133452859390309,7.0,0.75,749034,0.17594839824465627
2051-10-14,0.233139601049572,20.0,4.0,749034,0.19261880000325904
2051-10-14,0.281967401205889,7.0,7.0,749034,0.22949546538413923
2051-10-14,0.334703526082799,5.0,20.0,749034,0.3425924532117912
2051-10-14,0.301309115210764,7.0,15.0,749034,0.2980357113226774
2051-10-14,0.175159225749615,10.0,1.5,749034,0.17979541403510305
2051-10-14,0.306340469300184,2.0,15.0,749034,0.302333431766496
2051-10-14,0.264697896788858,4.0,3.0,749034,0.1978039746811613
2051-10-14,0.36978805813441,3.0,30.0,749034,0.4299868488124915
2051-10-14,0.235842690364939,3.0,2.0,749034,0.19009598802760772
2051-10-14,0.143770152408542,1.0,1.0,749034,0.1832475454628179
2051-10-14,0.214908491735121,20.0,3.0,749034,0.18405126926094176
2051-10-14,0.341268723621311,20.0,20.0,749034,0.3296992918803354
2051-10-14,0.354167028947002,10.0,25.0,749034,0.38113238647955905
2051-10-14,0.27723613396271,9.0,10.0,749034,0.25347896943356363
2051-10-14,0.272666032431207,6.0,4.0,749034,0.20465241724595112
2051-10-14,0.0804928716809641,1.0,0.5,749034,0.17896378009165925
2051-10-14,0.163795528274102,30.0,1.5,749034,0.16260453225982863
2051-10-14,0.329455769164128,30.0,15.0,749034,0.27826619728111185
2051-10-14,0.268118000859098,3.0,3.0,749034,0.19866351876992502
2051-10-14,0.277815599513168,6.0,5.0,749034,0.21321994798826838
2051-10-14,0.132735097583574,8.0,0.75,749034,0.17508885415589254
2051-10-14,0.245502710029431,25.0,5.0,749034,0.1968886103017577
2051-10-14,0.0403283443014201,4.0,0.0833333333333333,749034,0.17281534334940257
2051-10-14,0.0398225571863809,25.0,0.0833333333333333,749034,0.15476491748536442
2051-10-14,0.0746641371878311,7.0,0.25,749034,0.17166463287349762
2051-10-14,0.282888672156142,6.0,7.0,749034,0.23035500947290297
2051-10-14,0.294132990974818,3.0,10.0,749034,0.25863623396614593
2051-10-14,0.235355427804567,25.0,4.0,749034,0.1883210795594404
2051-10-14,0.377141460334799,8.0,30.0,749034,0.42568912836867284
2051-10-14,0.306971711383209,1.0,15.0,749034,0.3031929758552597
2051-10-14,0.109832929831366,1.0,0.75,749034,0.18110566277723858
2051-10-14,0.200458408479616,3.0,1.5,749034,0.1858122226564491
2051-10-14,0.268589826702345,15.0,7.0,749034,0.22261911267402945
2051-10-14,0.332413087989645,6.0,20.0,749034,0.3417329091230275
2051-10-14,0.401159799475009,15.0,30.0,749034,0.4196723197473268
2051-10-14,0.357706610396206,3.0,25.0,749034,0.38714919510090506
2051-10-14,0.253922302734009,5.0,3.0,749034,0.19694443059239758
2051-10-14,0.22795510420224,10.0,3.0,749034,0.19264671014857895
2051-10-14,0.102268233213488,3.0,0.5,749034,0.1772446919141318
2051-10-14,0.336885421677406,4.0,20.0,749034,0.343451997300555
2051-10-14,0.106737728158842,4.0,0.5,749034,0.1763851478253681
2051-10-14,0.284690767542656,5.0,10.0,749034,0.2569171457886185
2051-10-14,0.13642676009443,5.0,0.75,749034,0.17766748642218372
2051-10-14,0.248881346779669,9.0,4.0,749034,0.20207378497965997
2051-10-14,0.380985474572215,25.0,30.0,749034,0.4110768788596896
2051-10-14,0.272340901255894,8.0,7.0,749034,0.22863592129537552
2051-10-14,0.390360585668906,25.0,25.0,749034,0.36823922514810326
2051-10-14,0.192026156521112,6.0,1.5,749034,0.18323359039015794
2051-10-14,0.071591012012311,4.0,0.25,749034,0.17424326513978877
2051-10-14,0.0632534020716474,2.0,0.25,749034,0.17596235331731622
2051-10-14,0.187980013836323,7.0,1.5,749034,0.1823740463013942
2051-10-14,0.362096203469565,1.0,25.0,749034,0.38886828327843254
2051-10-14,0.025934169730074,1.0,0.0833333333333333,749034,0.17539397561569373
2051-10-14,0.246778320168268,7.0,3.0,749034,0.19522534241487013
2051-10-14,0.239377724270077,8.0,3.0,749034,0.1943657983261064
2051-10-14,0.274525153164553,9.0,7.0,749034,0.22777637720661179
2051-10-14,0.261163836575386,10.0,5.0,749034,0.20978177163321352
2051-10-14,0.153148696062771,7.0,1.0,749034,0.17809028093023557
2051-10-14,0.160013219763151,4.0,1.0,749034,0.18066891319652675
2051-10-14,0.135375689584441,4.0,0.75,749034,0.1785270305109474
2051-10-14,0.378942387888141,30.0,25.0,749034,0.36394150470428466
2051-10-14,0.242993911086312,10.0,4.0,749034,0.20121424089089623
2051-10-14,0.0688196820968021,3.0,0.25,749034,0.1751028092285525
2051-10-14,0.215957969123444,6.0,2.0,749034,0.18751735576131656
2051-10-14,0.28631866410394,6.0,10.0,749034,0.2560576016998548
2051-10-14,0.108885807514782,5.0,0.5,749034,0.17552560373660436
2051-10-14,0.30036662964585,6.0,15.0,749034,0.29889525541144113
2051-10-14,0.26470557642328,9.0,5.0,749034,0.21064131572197725
2051-10-14,0.160810889269054,5.0,1.0,749034,0.17980936910776302
2051-10-14,0.361979791909706,30.0,30.0,749034,0.40677915841587103
2051-10-14,0.295635526456734,4.0,10.0,749034,0.2577766898773822
2051-10-14,0.415656529402935,20.0,30.0,749034,0.41537459930350823
2051-10-14,0.131800395991932,6.0,0.75,749034,0.17680794233341998
2051-10-14,0.356151437323037,2.0,25.0,749034,0.3880087391896688
2051-10-14,0.376920051440513,20.0,25.0,749034,0.3725369455919218
2051-10-14,0.15045707199856,8.0,1.0,749034,0.17723073684147186
2051-10-14,0.196670414911197,5.0,1.5,749034,0.18409313447892164
2051-10-14,0.267409854795162,8.0,5.0,749034,0.21150085981074096
2051-10-14,0.272707346004151,10.0,7.0,749034,0.22691683311784808
2051-10-14,0.25340403465459,8.0,4.0,749034,0.20293332906842368
2051-10-14,0.0499871307346085,1.0,0.25,749034,0.17682189740607995
2051-10-14,0.0744576083141909,5.0,0.25,749034,0.17338372105102506
2051-10-14,0.23485822529993,9.0,3.0,749034,0.1935062542373427
2051-10-14,0.150732695503182,10.0,1.0,749034,0.17551164866394442
2051-10-14,0.184277563649509,8.0,1.5,749034,0.1815145022126305
2051-10-14,0.109141802255062,6.0,0.5,749034,0.17466605964784065
2051-10-14,0.159533183868942,3.0,1.0,749034,0.18152845728529046
2051-10-14,0.245730824964842,15.0,5.0,749034,0.20548405118939492
2051-10-14,0.132310493856144,3.0,0.75,749034,0.17938657459971113
2051-10-14,0.215327288046979,7.0,2.0,749034,0.18665781167255285
2051-10-14,0.334098255849879,2.0,20.0,749034,0.3451710854780824
2051-10-14,0.225511095340499,5.0,2.0,749034,0.18837689985008027
2051-10-14,0.375174704216246,1.0,30.0,749034,0.4317059369900189
2051-10-14,0.285378331735838,7.0,10.0,749034,0.25519805761109104
2051-10-14,0.236859705687219,15.0,4.0,749034,0.19691652044707764
2051-10-14,0.29785825874597,3.0,15.0,749034,0.3014738876777323
2051-10-14,0.366652607715487,30.0,20.0,749034,0.3211038509926982
2051-10-14,0.248724369334673,6.0,3.0,749034,0.19608488650363384
2051-10-14,0.0346825567737377,2.0,0.0833333333333333,749034,0.17453443152693002
2051-10-14,0.100581255699996,30.0,0.5,749034,0.15403700151751135
2051-10-14,0.299664663163787,8.0,15.0,749034,0.29717616723391366
2051-10-14,0.19400079220142,1.0,1.5,749034,0.18753131083397653
2051-10-14,0.31031518446116,20.0,15.0,749034,0.2868616381687491
2051-10-14,0.31509700668074,25.0,15.0,749034,0.28256391772493045
2051-10-14,0.204941023999491,10.0,2.0,749034,0.18407917940626167
2051-10-14,0.070348947614914,30.0,0.25,749034,0.15189511883193205
2051-10-14,0.35302430218805,9.0,25.0,749034,0.38199193056832276
2051-10-14,0.0967074554168598,20.0,0.5,749034,0.16263244240514857
2051-10-14,0.286909266096014,25.0,10.0,749034,0.23972626401334407
2051-10-14,0.290991540043964,4.0,5.0,749034,0.21493903616579582
2051-10-14,0.302164563034629,5.0,15.0,749034,0.29975479950020484
2051-10-14,0.381132847747078,9.0,30.0,749034,0.42482958427990913
2051-10-14,0.0415452405711887,15.0,0.0833333333333333,749034,0.16336035837300164
2051-10-14,0.378411857407882,6.0,30.0,749034,0.4274082165462003
2051-10-14,0.2366598379378,30.0,4.0,749034,0.18402335911562184
2051-10-14,0.296133887637598,4.0,15.0,749034,0.30061434358896855
2051-10-14,0.302112572084447,9.0,15.0,749034,0.29631662314514995
2051-10-14,0.13859712952576,20.0,1.0,749034,0.1669162077763072
2051-10-14,0.211622806171513,25.0,3.0,749034,0.17975354881712316
2051-10-14,0.306938099970184,2.0,10.0,749034,0.25949577805490964
2051-10-14,0.118573669339428,25.0,0.75,749034,0.16047660464690927
2051-10-14,0.24144785586304,2.0,2.0,749034,0.19095553211637145
2051-10-14,0.122205623181019,30.0,0.75,749034,0.15617888420309067
2051-10-14,0.160325938501964,20.0,1.5,749034,0.17119997314746582
2051-10-14,0.351364543323227,8.0,25.0,749034,0.38285147465708647
2051-10-14,0.37918789347152,5.0,30.0,749034,0.428267760634964
2051-10-14,0.278137511175147,15.0,10.0,749034,0.2483217049009813
2051-10-14,0.153669114012817,6.0,1.0,749034,0.1789498250189993
2051-10-14,0.294639508794435,4.0,7.0,749034,0.2320740976504304
2051-10-14,0.0999447979990235,25.0,0.5,749034,0.15833472196132997
2051-10-14,0.337849679780345,15.0,20.0,749034,0.333997012324154
2051-10-14,0.186308812369825,15.0,2.0,749034,0.1797814589624431
2051-10-14,0.0753872555723951,9.0,0.25,749034,0.16994554469597017
2051-10-14,0.307826003859333,1.0,10.0,749034,0.2603553221436734
2051-10-14,0.275830511809385,10.0,10.0,749034,0.2526194253447999
2051-10-14,0.107842471610611,9.0,0.5,749034,0.1720874273815495
2051-10-14,0.265752824217086,20.0,7.0,749034,0.21832139223021085
2051-10-14,0.0692558251662892,25.0,0.25,749034,0.15619283927575064
2051-10-14,0.318454778005526,1.0,5.0,749034,0.217517668432087
2051-10-14,0.357135669517949,5.0,25.0,749034,0.38543010692337765
2051-10-14,0.273462794737331,2.0,3.0,749034,0.19952306285868873
2051-10-14,0.296687671253927,5.0,7.0,749034,0.23121455356166667
2051-10-14,0.213670944120773,30.0,3.0,749034,0.17545582837330456
2051-10-14,0.329630230269031,8.0,20.0,749034,0.3400138209455001
2051-10-14,0.0748049209172685,8.0,0.25,749034,0.17080508878473388
2051-10-14,0.284020137659613,4.0,4.0,749034,0.20637150542347857
2051-10-14,0.38001042133946,10.0,30.0,749034,0.4239700401911454
2051-10-14,0.0397709841156255,20.0,0.0833333333333333,749034,0.15906263792918302
2051-10-14,0.302795282338823,10.0,15.0,749034,0.29545707905638624
2051-10-14,0.32954583101331,7.0,20.0,749034,0.3408733650342638
2051-10-14,0.0426607766656957,9.0,0.0833333333333333,749034,0.16851762290558395
2051-10-14,0.355270832687775,4.0,25.0,749034,0.38628965101214136
2051-10-14,0.182036350666952,20.0,2.0,749034,0.17548373851862448
2051-10-14,0.312587424966973,2.0,7.0,749034,0.23379318582795786
2051-10-14,0.12760274250185,10.0,0.75,749034,0.1733697659783651
2051-10-14,0.169726524229693,15.0,1.5,749034,0.17549769359128445
2051-10-14,0.0421991190287917,10.0,0.0833333333333333,749034,0.16765807881682024
2051-10-14,0.283778194032404,1.0,3.0,749034,0.20038260694745247
2051-10-14,0.37877695458865,4.0,30.0,749034,0.42912730472372773
2051-10-14,0.106161412858607,8.0,0.5,749034,0.17294697147031324
2051-10-14,0.0752593563872195,10.0,0.25,749034,0.16908600060720644
2051-10-14,0.160082927200344,25.0,1.5,749034,0.16690225270364725
2051-10-14,0.0415877345771388,6.0,0.0833333333333333,749034,0.17109625517187513
2051-10-14,0.139805664991061,15.0,1.0,749034,0.17121392822012582
2051-10-14,0.285317791951949,5.0,5.0,749034,0.2140794920770321
2051-10-14,0.274371188644075,5.0,4.0,749034,0.20551196133471486
2051-10-14,0.202206808492113,2.0,1.5,749034,0.18667176674521282
2051-10-14,0.248680802194091,30.0,5.0,749034,0.1925908898579391
2051-10-14,0.188454701875796,30.0,2.0,749034,0.16688829763098728
2051-10-14,0.234428321499676,1.0,2.0,749034,0.19181507620513516
2051-10-14,0.306005139687803,1.0,4.0,749034,0.20895013768976975
2051-10-14,0.132562970517141,9.0,0.75,749034,0.17422931006712883
2051-10-14,0.321934503714757,1.0,7.0,749034,0.23465272991672156
2051-10-14,0.0418825263577985,7.0,0.0833333333333333,749034,0.1702367110831114
2051-10-14,0.104658661930187,10.0,0.5,749034,0.1712278832927858
2051-10-14,0.0416595834940075,5.0,0.0833333333333333,749034,0.17195579926063884
2051-10-14,0.297674974829543,30.0,10.0,749034,0.23542854356952547
2051-10-15,0.370637856250503,1.0,30.0,749035,0.43173400419654584
2051-10-15,0.326841240626502,9.0,20.0,749035,0.33918234406326336
2051-10-15,0.126448191999894,10.0,0.75,749035,0.17339783318489208
2051-10-15,0.331508760881246,2.0,20.0,749035,0.3451991526846094
2051-10-15,0.300029016851231,5.0,15.0,749035,0.2997828667067318
2051-10-15,0.130286498296119,3.0,0.75,749035,0.17941464180623812
2051-10-15,0.283525316127401,7.0,10.0,749035,0.255226124817618
2051-10-15,0.244113434302562,15.0,5.0,749035,0.2055121183959219
2051-10-15,0.179298258405449,25.0,2.0,749035,0.17121408528133283
2051-10-15,0.294798602662457,2.0,4.0,749035,0.208118660807533
2051-10-15,0.289297226829486,4.0,5.0,749035,0.21496710337232283
2051-10-15,0.0743096360964071,10.0,0.25,749035,0.16911406781373342
2051-10-15,0.308059441620501,20.0,15.0,749035,0.286889705375276
2051-10-15,0.247061767020349,6.0,3.0,749035,0.19611295371016083
2051-10-15,0.13593177177012,30.0,1.0,749035,0.15834883409519696
2051-10-15,0.310556508360221,2.0,7.0,749035,0.23382125303448484
2051-10-15,0.284480570112192,6.0,10.0,749035,0.25608566890638174
2051-10-15,0.0671520955645259,3.0,0.25,749035,0.17513087643507946
2051-10-15,0.375990634520747,30.0,25.0,749035,0.3639695719108116
2051-10-15,0.133750582636018,4.0,0.75,749035,0.1785550977174744
2051-10-15,0.0419318064523806,9.0,0.0833333333333333,749035,0.16854569011211093
2051-10-15,0.158878234939417,25.0,1.5,749035,0.16693031991017418
2051-10-15,0.259660304784014,10.0,5.0,749035,0.2098098388397405
2051-10-15,0.333785482860888,3.0,20.0,749035,0.34433960859584567
2051-10-15,0.303385802764222,1.0,4.0,749035,0.2089782048962967
2051-10-15,0.23805551274515,8.0,3.0,749035,0.19439386553263338
2051-10-15,0.245204452951335,7.0,3.0,749035,0.1952534096213971
2051-10-15,0.187064570274202,30.0,2.0,749035,0.16691636483751424
2051-10-15,0.186555598941796,7.0,1.5,749035,0.18240211350792118
2051-10-15,0.0615930602092211,2.0,0.25,749035,0.1759904205238432
2051-10-15,0.373845949531469,6.0,30.0,749035,0.42743628375272724
2051-10-15,0.276302278790472,15.0,10.0,749035,0.24834977210750828
2051-10-15,0.263150927066073,9.0,5.0,749035,0.2106693829285042
2051-10-15,0.334188037701912,4.0,20.0,749035,0.34348006450708196
2051-10-15,0.0975821613958053,15.0,0.5,749035,0.16695823005549412
2051-10-15,0.306151510137551,1.0,10.0,749035,0.26038338935020033
2051-10-15,0.159061013349077,5.0,1.0,749035,0.17983743631429
2051-10-15,0.348241281701349,8.0,25.0,749035,0.38287954186361345
2051-10-15,0.282882937378415,5.0,10.0,749035,0.25694521299514544
2051-10-15,0.041511350519038,10.0,0.0833333333333333,749035,0.1676861460233472
2051-10-15,0.0957901780699633,20.0,0.5,749035,0.16266050961167555
2051-10-15,0.386704555939169,25.0,25.0,749035,0.3682672923546302
2051-10-15,0.12076839104387,15.0,0.75,749035,0.16910011274107345
2051-10-15,0.190260928896834,6.0,1.5,749035,0.1832616575966849
2051-10-15,0.0701107075624842,4.0,0.25,749035,0.17427133234631575
2051-10-15,0.13458582205918,5.0,0.75,749035,0.17769555362871067
2051-10-15,0.18286600419358,8.0,1.5,749035,0.18154256941915745
2051-10-15,0.0996808917314693,30.0,0.5,749035,0.15406506872403833
2051-10-15,0.233299426369001,9.0,3.0,749035,0.19353432144386964
2051-10-15,0.247079026433293,30.0,5.0,749035,0.19261895706446605
2051-10-15,0.292376103176075,3.0,10.0,749035,0.2586643011726729
2051-10-15,0.131354745017307,9.0,0.75,749035,0.17425737727365578
2051-10-15,0.283522665147628,5.0,5.0,749035,0.2141075592835591
2051-10-15,0.107361262127979,1.0,0.75,749035,0.18113372998376553
2051-10-15,0.271296276666791,2.0,3.0,749035,0.1995511300652157
2051-10-15,0.329801573289347,6.0,20.0,749035,0.3417609763295545
2051-10-15,0.36538276068054,3.0,30.0,749035,0.4300149160190184
2051-10-15,0.198132235931342,3.0,1.5,749035,0.18584028986297607
2051-10-15,0.0409560688293772,15.0,0.0833333333333333,749035,0.1633884255795286
2051-10-15,0.262557455768744,4.0,3.0,749035,0.19783204188768827
2051-10-15,0.173960605710432,10.0,1.5,749035,0.17982348124163
2051-10-15,0.210283973843299,25.0,3.0,749035,0.17978161602365011
2051-10-15,0.217451375966257,15.0,3.0,749035,0.1883770569112873
2051-10-15,0.349780923979051,9.0,25.0,749035,0.38201999777484974
2051-10-15,0.0734907424045854,7.0,0.25,749035,0.17169270008002457
2051-10-15,0.312676404321833,25.0,15.0,749035,0.28259198493145743
2051-10-15,0.0392704802883483,25.0,0.0833333333333333,749035,0.15479298469189137
2051-10-15,0.199704695019663,2.0,1.5,749035,0.18669983395173978
2051-10-15,0.374364851674514,4.0,30.0,749035,0.4291553719302547
2051-10-15,0.21362930848007,20.0,3.0,749035,0.1840793364674687
2051-10-15,0.168631361284212,15.0,1.5,749035,0.1755257607978114
2051-10-15,0.276180188202134,20.0,10.0,749035,0.24405205166368968
2051-10-15,0.354385100079693,7.0,25.0,749035,0.3837390859523772
2051-10-15,0.350845297934525,10.0,25.0,749035,0.38116045368608603
2051-10-15,0.275427024763444,9.0,10.0,749035,0.2535070366400906
2051-10-15,0.327038946963493,7.0,20.0,749035,0.3409014322407908
2051-10-15,0.0392109187246272,20.0,0.0833333333333333,749035,0.15909070513571
2051-10-15,0.326939125423717,30.0,15.0,749035,0.2782942644876388
2051-10-15,0.266110335979298,3.0,3.0,749035,0.19869158597645198
2051-10-15,0.0737067446674576,8.0,0.25,749035,0.17083315599126087
2051-10-15,0.298499888023626,15.0,15.0,749035,0.2911874258190946
2051-10-15,0.276106326920258,6.0,5.0,749035,0.2132480151947954
2051-10-15,0.131417017156645,8.0,0.75,749035,0.17511692136241952
2051-10-15,0.243932751167548,25.0,5.0,749035,0.19691667750828468
2051-10-15,0.0714629665933943,15.0,0.25,749035,0.1648163473699148
2051-10-15,0.200864518761474,4.0,1.5,749035,0.18498074577421234
2051-10-15,0.360284601614267,15.0,25.0,749035,0.37686273324226743
2051-10-15,0.190859160086291,1.0,1.5,749035,0.18755937804050352
2051-10-15,0.252135723328232,5.0,3.0,749035,0.19697249779892453
2051-10-15,0.226502034951567,10.0,3.0,749035,0.19267477735510594
2051-10-15,0.293798278350481,4.0,10.0,749035,0.25780475708390915
2051-10-15,0.130339130213705,6.0,0.75,749035,0.17683600953994696
2051-10-15,0.327112265735169,8.0,20.0,749035,0.34004188815202707
2051-10-15,0.37370479934427,20.0,25.0,749035,0.3725650127984488
2051-10-15,0.3199914960624,1.0,7.0,749035,0.23468079712324855
2051-10-15,0.194929109418066,5.0,1.5,749035,0.18412120168544863
2051-10-15,0.265640191930921,8.0,5.0,749035,0.21152892701726794
2051-10-15,0.21217762723258,30.0,3.0,749035,0.17548389557983152
2051-10-15,0.378400118568651,7.0,30.0,749035,0.42657673966396353
2051-10-15,0.281708350200679,1.0,3.0,749035,0.20041067415397942
2051-10-15,0.0484419301918463,1.0,0.25,749035,0.1768499646126069
2051-10-15,0.0730305416472707,5.0,0.25,749035,0.17341178825755202
2051-10-15,0.0743648974199611,9.0,0.25,749035,0.16997361190249713
2051-10-15,0.305130113652892,2.0,10.0,749035,0.2595238452614366
2051-10-15,0.332064769631414,5.0,20.0,749035,0.34262052041831825
2051-10-15,0.132041680468038,7.0,0.75,749035,0.17597646545118323
2051-10-15,0.28021322777542,8.0,10.0,749035,0.25436658072885426
2051-10-15,0.269787099914827,7.0,5.0,749035,0.21238847110603165
2051-10-15,0.300821716770101,3.0,5.0,749035,0.21582664746108654
2051-10-15,0.329737329865868,1.0,20.0,749035,0.34605869677337314
2051-10-15,0.274041088439245,10.0,10.0,749035,0.2526474925513269
2051-10-15,0.039895393370611,30.0,0.0833333333333333,749035,0.1504952642480728
2051-10-15,0.0712212025788043,6.0,0.25,749035,0.1725522441687883
2051-10-15,0.0990073750333573,25.0,0.5,749035,0.15836278916785693
2051-10-15,0.179701866482526,9.0,1.5,749035,0.18068302533039374
2051-10-15,0.244911929084925,20.0,5.0,749035,0.20121439795210327
2051-10-15,0.152159367837381,6.0,1.0,749035,0.17897789222552626
2051-10-15,0.274350274727697,30.0,7.0,749035,0.20975401854910064
2051-10-15,0.37468179288352,5.0,30.0,749035,0.42829582784149095
2051-10-15,0.125686977854934,2.0,0.75,749035,0.18027418589500183
2051-10-15,0.362087035312081,2.0,30.0,749035,0.43087446010778213
2051-10-15,0.159157144110989,20.0,1.5,749035,0.1712280403539928
2051-10-15,0.162547439844441,30.0,1.5,749035,0.1626325994663556
2051-10-15,0.358975247304131,30.0,30.0,749035,0.40680722562239796
